incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,total_loss_usd,total_loss_method,total_loss_lower_bound,total_loss_upper_bound,inflation_adjusted_usd,cpi_index_used,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,p_value_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,market_cap_at_disclosure,volume_ratio_disclosure,pre_incident_volatility_30d,post_incident_volatility_30d,days_to_price_recovery,industry_name
2022-0715-001,BulkDirect Wholesale Ltda.,9760630250.54,BR,42,48-49,33834,True,BULK.SA,2022-07-15,False,2022-07-27,2022-09-01,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Hunters_International,probable,26007.0,mixed,VPN,35.57,https://www.bleepingcomputer.com/news/security/bulkdirect-wholesale-ltda-hit-by-cyberattack-2022/,,verified_media,4,74.89,Silver,,,,,,,,,,,,,,,,,57.01,52.75,50.75,52.51,53.48,1169405.0,3031744.0,S&P 500,0.029058,-0.03797,-0.004525,0.013775,-0.031319,-0.004525,0.013775,0.0238,-6.7043,0.0002,0.5751,1.0,False,24136567524.58,2.5926,0.024166,0.026762,22.0,Wholesale Trade
2025-0130-001,Granite Hawk Labs Group Inc.,8315859874.51,US,62,54,34182,True,GHL,2025-01-30,False,2025-02-08,2025-03-18,backdoor,apt,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,BlackCat/ALPHV,suspected,,,VPN,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001058213&type=8-K&dateb=20250213&owner=include&count=10,https://www.bfdi.bund.de/decisions/2025/02/INQ-2025-00648,sec_filing,1,82.86,Silver,,25277060.88,calculated,,,,27775114.67,3255583.29,,16864133.13,56307758.84,estimated,47629968.1,92079488.89,56307758.84,CPI-U 2025 (321.5),103.77,102.07,99.13,100.35,100.61,868518.0,2203975.0,S&P 500 Health Care,-0.013807,-0.028799,-0.016872,-0.014259,-0.03414,-0.016872,-0.014259,-0.005648,-2.5606,0.7197,-0.4198,1.0,False,36486612659.32,2.5376,0.018799,0.02499,31.0,Healthcare
2021-0318-002,Brennan Software N.V.,640396276.87,NL,51,,2196,True,BREN.AS,2021-03-18,False,2021-06-16,2021-07-06,supply_chain,ransomware,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,RansomHub,probable,,,"cloud_infrastructure,customer_database,HR_systems,website,SCADA",144.06,https://www.mandiant.com/resources/blog/brennan-software-nv-incident-response-2021,,cybersecurity_firm,3,74.8,Silver,,2469959.56,estimated,,,,1755889.61,199557.53,,,4425406.7,estimated,3188747.43,5220791.65,5250648.61,CPI-U 2021 (270.97),6.42,6.28,5.96,6.04,6.16,5239986.0,16874279.0,S&P 500 Information Technology,0.021438,-0.051165,-0.038259,-0.019079,-0.063836,-0.038259,-0.019079,-0.030687,-7.7867,0.0002,-1.0008,1.0,False,3429037650.48,3.2203,0.034252,0.062589,49.0,Information/Tech
2023-1001-003,Eclipse Wolverine Administration Corp.,1071616600.93,US,92,,12820,False,,2023-10-01,False,2024-04-02,2024-04-05,supply_chain,ddos,,Royal,probable,,,"manufacturing_OT,email,customer_database,file_servers,cloud_infrastructure",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001423028&type=8-K&dateb=20230228&owner=include&count=10,,sec_filing,1,85.71,Gold,,5319379.21,estimated,,,,5822539.22,434501.09,,3928948.74,11576419.52,disclosed,7168375.93,18619898.47,12214619.12,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2025-0627-001,Gutierrez Assurance Ltda.,132933580.37,BR,52,,360,False,,2025-06-27,False,2025-07-14,2025-09-15,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,NoName057,probable,29748.0,mixed,"customer_database,backup_systems,file_servers,payment_systems,VPN",352.06,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001019232&type=8-K&dateb=20251009&owner=include&count=10,,sec_filing,1,83.88,Silver,,3000000.0,calculated,,,,3369872.47,722399.37,393180.16,4582677.06,7485452.0,estimated,6302112.29,9780121.78,7485452.0,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2024-0114-001,Aldridge Department Inc.,44037690502.25,US,92,,341000,False,,2024-01-14,False,2024-03-16,2024-04-02,data_breach,,,Medusa,suspected,979705.0,PII,"cloud_infrastructure,file_servers",,https://unit42.paloaltonetworks.com/threat-brief-aldridge-department--2024/,,cybersecurity_firm,3,70.76,Silver,,14972797.59,disclosed,,,,15929350.68,2659705.65,,,33561853.92,disclosed,20173888.22,59190775.95,34288144.0,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2025-0302-001,Edmonton BioSciences Inc.,45648907853.35,CA,62,,196078,True,EDMO.TO,2025-03-02,True,2025-06-04,2025-08-08,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,24967.0,PII,"payment_systems,email,active_directory,customer_database",55.32,https://www.edmonton-biosciences-inc.com/newsroom/2025/06/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001146837&type=8-K&dateb=20250623&owner=include&count=10,company_pr,2,74.76,Silver,,24836445.26,estimated,,,,18854097.72,6252476.98,,25459800.71,49943019.96,estimated,31490133.13,89358094.86,49943019.96,CPI-U 2025 (321.5),496.8,477.98,458.81,445.71,477.07,1142072.0,1832210.0,S&P 500 Health Care,0.021241,-0.040107,-0.067507,-0.001902,-0.037597,-0.067507,-0.001902,-0.019162,-4.5141,0.0002,-0.0768,1.0,False,317081012551.47,1.6043,0.016488,0.029588,35.0,Healthcare
2025-0715-001,Onyx Quantum Administration Corp.,11134120153.96,US,92,,98373,False,,2025-07-15,False,2025-08-18,2025-08-28,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,2143.0,IP,file_servers,,https://www.onyx-quantum-administrati.com/newsroom/2025/07/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001869728&type=8-K&dateb=20250310&owner=include&count=10,company_pr,2,92.16,Gold,,11845635.86,estimated,,,,13080281.46,1975986.62,,8036679.74,26901903.94,estimated,22650872.35,37056400.62,26901903.94,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2023-0430-001,Munich Office AG,671443919.13,DE,92,22,6199,False,,2023-04-30,False,2023-06-29,2023-08-07,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Rhysida,suspected,2110373.0,PII,"SSO,website",,https://blog.talosintelligence.com/2023/04/munich-office-ag-campaign.html,https://www.aepd.es/decisions/2023/06/INQ-2023-00655,cybersecurity_firm,3,77.39,Silver,,4065189.85,estimated,,,,2731781.67,238557.79,56658.72,4436238.17,7092188.03,disclosed,4612133.9,12226244.84,7483175.21,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2021-1025-001,MartQuick Commerce AG,65590235.99,CH,44-45,,479,True,MART.SW,2021-10-25,False,2021-11-10,2021-11-24,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,,,,,email,785.05,https://www.crowdstrike.com/blog/martquick-commerce-a-intrusion-analysis-2021/,https://www.edpb.europa.eu/decisions/2021/09/INQ-2021-00656,cybersecurity_firm,3,78.55,Silver,,6796252.84,estimated,,,,5689173.86,659473.36,,,13144900.06,estimated,9890367.55,19015694.01,15596137.47,CPI-U 2021 (270.97),14.76,13.73,12.94,12.96,13.05,419518.0,1194772.0,S&P 500 Consumer Discretionary,-0.01038,-0.057774,-0.056357,-0.049691,-0.072736,-0.056357,-0.049691,-0.021385,-3.5756,0.2122,-2.247,0.8765,False,141001461.97,2.848,0.012107,0.024169,45.0,Retail Trade
2024-0601-001,PressAlloy Materials Inc.,311510018.51,CA,31-33,,1534,False,,2024-06-01,False,2024-06-07,2024-07-16,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,BianLian,suspected,27052.0,PII,"CRM,SSO,website",,https://www.pressalloy-materials-inc.com/newsroom/2024/03/security-update,,company_pr,2,60.5,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing
2021-0902-002,GuestWelcome Hotels Corp.,5916579982.58,DK,72,,83280,True,GUES.CO,2021-09-02,False,2021-10-05,2022-01-07,phishing,,,Royal,suspected,4471.0,health,file_servers,,https://blog.talosintelligence.com/2021/10/guestwelcome-hotels--campaign.html,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001864984&type=8-K&dateb=20210910&owner=include&count=10,cybersecurity_firm,2,60.36,Bronze,,3200000.0,estimated,,,,2072241.72,272170.43,,2667427.9,5544412.15,disclosed,4494438.18,7612001.18,6578324.19,CPI-U 2021 (270.97),46.25,46.24,45.37,45.7,44.65,42808.0,114744.0,S&P 500 Consumer Discretionary,0.003161,-0.018904,-0.011574,-0.034326,-0.017688,-0.011574,-0.034326,-0.039774,-1.6288,1.0,-1.0506,1.0,False,12882687638.64,2.6804,0.025503,0.038113,149.0,Accommodation/Food Services
2024-0501-002,Indigo Retreat Resorts Inc.,1686999948.9,CA,72,,23140,True,IRR.TO,2024-05-01,False,2024-06-01,2024-07-26,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,RansomHub,probable,53930.0,financial,email,,https://www.bfdi.bund.de/decisions/2024/07/INQ-2024-00659,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001210523&type=8-K&dateb=20240910&owner=include&count=10,gdpr_notification,1,83.8,Silver,,6887060.89,disclosed,,,,4537952.11,452384.33,2988438.26,4099846.26,14865835.59,estimated,11996566.6,22752999.21,15187537.39,CPI-U 2024 (314.69),13.98,12.64,11.83,11.72,11.55,1163208.0,3953502.0,S&P 500 Consumer Discretionary,0.01676,-0.064235,-0.072723,-0.086424,-0.073577,-0.072723,-0.086424,-0.094421,-5.4472,0.0002,-5.1001,0.0002,False,10360780602.66,3.3988,0.020196,0.034481,322.0,Accommodation/Food Services
2024-0411-001,Ridge Cargo Shipping Inc.,141316124.71,NO,48-49,,1268,True,RCS.OL,2024-04-11,False,2024-04-13,2024-04-26,apt,,,RansomHub,confirmed,17013.0,PII,"VPN,ERP,SSO,cloud_infrastructure",86.96,https://www.mandiant.com/resources/blog/ridge-cargo-shipping-incident-response-2024,https://www.bfdi.bund.de/decisions/2024/03/INQ-2024-00660,cybersecurity_firm,3,89.65,Gold,,4366996.95,estimated,,,,3237299.63,1331636.09,783756.79,,9719689.46,calculated,6298956.32,16475030.02,9930026.89,CPI-U 2024 (314.69),8.51,8.51,8.0,8.31,8.32,665250.0,2598234.0,S&P 500 Industrials,-0.016512,-0.060516,-0.023854,-0.022725,-0.077594,-0.023854,-0.022725,-0.004932,-3.5938,0.2031,-0.9107,1.0,False,952167256.76,3.9057,0.012969,0.025047,170.0,Transportation/Warehousing
2024-0607-002,Quinn Group Co.,1055613343.53,US,71,92,4905,True,QUIN,2024-06-07,False,2024-06-17,2024-07-24,data_breach,,,NoName057,unknown,,,"CRM,payment_systems,SCADA,cloud_infrastructure",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001534705&type=8-K&dateb=20241226&owner=include&count=10,https://www.mandiant.com/resources/blog/quinn-group-co-incident-response-2024,sec_filing,1,79.35,Silver,,5748786.83,calculated,,,,4899391.21,572079.25,,5251387.64,11220257.29,disclosed,7099994.99,13841756.64,11463067.52,CPI-U 2024 (314.69),12.21,10.79,10.63,10.5,10.27,1001130.0,1723429.0,S&P 500 Communication Services,0.012163,-0.014813,-0.026702,-0.047884,-0.017531,-0.026702,-0.047884,-0.032419,-0.9252,1.0,-1.499,1.0,False,3990042715.98,1.7215,0.021367,0.041989,363.0,Arts/Entertainment/Recreation
2022-0516-001,Indigo Bio MedTech Inc.,56095970.58,NO,62,,698,False,,2022-05-16,False,2022-05-28,2022-07-27,phishing,backdoor,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,12095.0,financial,"SSO,file_servers,SCADA",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001724534&type=8-K&dateb=20220807&owner=include&count=10,,sec_filing,1,92.85,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2023-0422-001,Titan Ironwood Platforms Group Inc.,274905309.35,US,51,,956,True,TIP,2023-04-22,False,2023-06-26,2023-09-24,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,DarkSide,unknown,15849.0,IP,"HR_systems,website,customer_database,cloud_infrastructure",,https://www.titan-ironwood-platforms-.com/newsroom/2023/12/security-update,,company_pr,2,54.02,Bronze,low_quality_score,4000000.0,estimated,,,,1344334.88,816108.93,,,6160443.81,calculated,4683152.2,8850117.74,6500064.6,CPI-U 2023 (304.702),6.94,6.23,6.16,6.26,6.36,591242.0,1045950.0,S&P 500 Information Technology,0.020538,-0.010554,0.004702,0.020735,-0.012026,0.004702,0.020735,0.021674,-0.4057,1.0,1.1535,1.0,False,1220698290.51,1.7691,0.031546,0.050847,,Information/Tech
2022-1106-001,CarbonTool Materials Co.,107811941.06,BE,31-33,,793,True,CARB.BR,2022-11-06,True,2022-11-09,2022-12-29,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,BlackSuit,probable,,,"ERP,file_servers,HR_systems,SSO",24.67,https://krebsonsecurity.com/2022/04/carbontool-materials-breach-exposes-data/,,verified_media,4,56.56,Bronze,low_quality_score,21600000.0,estimated,75000000.0,40756765.69,company statement,19367005.1,6076803.97,,,87800574.76,calculated,64134014.91,153204103.21,96454476.38,CPI-U 2022 (292.655),8.63,8.63,8.08,7.71,7.93,2596996.0,5296351.0,S&P 500 Industrials,-0.015222,-0.064089,-0.106112,-0.081064,-0.067163,-0.106112,-0.081064,-0.05579,-3.7476,0.1262,-2.4939,0.75305,False,489446422.46,2.0394,0.027266,0.050313,115.0,Manufacturing
2023-1212-001,Winnipeg Sciences Holdings Inc.,787476791.09,CA,62,,4572,True,WINN.TO,2023-12-12,False,2024-02-13,2024-03-31,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,REvil,confirmed,,,"manufacturing_OT,cloud_infrastructure",97.45,https://www.winnipeg-sciences-holding.com/newsroom/2023/04/security-update,https://unit42.paloaltonetworks.com/threat-brief-winnipeg-sciences-ho-2023/,company_pr,2,78.85,Silver,,8216060.11,disclosed,,,,3962254.14,1095908.15,,,13274222.4,estimated,10342529.21,16482860.55,14006020.64,CPI-U 2023 (304.702),8.85,8.06,7.91,7.76,7.81,1417960.0,4418056.0,S&P 500 Health Care,-0.01451,-0.018192,-0.036761,-0.031201,-0.015632,-0.036761,-0.031201,-0.022367,-1.523,1.0,-2.4011,0.79945,False,1849602590.06,3.1158,0.010568,0.015002,83.0,Healthcare
2023-0808-002,Spectrum Fox Communications Pvt. Ltd.,86699528.19,IN,51,52,203,False,,2023-08-08,False,2024-02-04,2024-03-11,data_breach,,,,,388151.0,PII,"active_directory,HR_systems",,https://www.spectrum-fox-communicatio.com/newsroom/2023/08/security-update,,company_pr,2,76.25,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information/Tech
2023-0823-002,Detroit MedTech Holdings Inc.,4734908941.85,MX,62,,47482,False,,2023-08-23,True,2023-11-26,2023-12-09,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Conti,probable,116719.0,PII,"website,backup_systems",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001446929&type=8-K&dateb=20230528&owner=include&count=10,,sec_filing,1,89.66,Gold,,882488.05,disclosed,,,,929884.04,166663.89,,,1979035.98,calculated,1346722.93,3274154.94,2088138.8,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2023-0129-002,Flint Sierra Production Holdings PLC,58463184.04,GB,31-33,,409,False,,2023-01-29,False,2023-02-12,2023-02-27,malware,ddos,,APT41,suspected,865968.0,IP,"cloud_infrastructure,SCADA,active_directory,HR_systems",45.32,https://www.bleepingcomputer.com/news/security/flint-sierra-production-h-hit-by-cyberattack-2023/,,verified_media,4,91.3,Gold,,951059.95,estimated,,,,739854.41,159314.49,,,1850228.85,estimated,1316896.48,2432797.75,1952230.62,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing
2022-0119-001,BeloHorizonte Advisory Ltda.,2434679131.7,BR,52,,7205,True,BELO.SA,2022-01-19,False,2022-02-21,2022-03-01,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,BlackCat/ALPHV,suspected,727216.0,mixed,"cloud_infrastructure,SSO,customer_database,CRM",14.44,https://www.belohorizonte-advisory-lt.com/newsroom/2022/12/security-update,,company_pr,2,93.04,Gold,,3600000.0,calculated,4365027.71,,,2136409.75,793330.68,,3624794.51,6529740.43,calculated,4271455.58,7958391.0,7173332.25,CPI-U 2022 (292.655),34.62,34.03,33.41,32.63,34.09,580588.0,904894.0,S&P 500 Financials,0.015458,-0.018261,-0.04115,0.001901,-0.017127,-0.04115,0.001901,-0.016918,-1.6431,1.0,0.0833,1.0,False,13122344451.12,1.5586,0.011799,0.016665,56.0,Finance & Insurance
2024-0424-001,CreativeMedia Media Holdings PLC,159922087.25,GB,71,,1610,True,CREA.L,2024-04-24,True,2024-05-25,2024-06-17,ddos,,,,,,,"active_directory,VPN",,https://blog.talosintelligence.com/2024/01/creativemedia-media--campaign.html,,cybersecurity_firm,3,91.34,Gold,,,,,,,,,,,,,,,,,13.5,13.38,13.44,13.22,13.4,211973.0,344537.0,S&P 500 Communication Services,0.021763,0.004843,-0.012175,0.00126,0.006221,-0.012175,0.00126,0.001435,0.2274,1.0,0.0676,1.0,False,531077051.31,1.6254,0.03035,0.040349,46.0,Arts/Entertainment/Recreation
2024-1225-001,Gutierrez Holdings Inc.,61355450.3,DK,52,,168,True,GUTI.CO,2024-12-25,False,2025-01-04,2025-01-11,ransomware,malware,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,5817.0,IP,"VPN,customer_database",101.75,https://www.gutierrez-holdings-inc.com/newsroom/2024/05/security-update,,company_pr,2,78.79,Silver,,,,,,,,,,,,,,,,,8.72,7.97,7.34,7.23,7.57,399603.0,1517836.0,S&P 500 Financials,0.011138,-0.079298,-0.093316,-0.050271,-0.082721,-0.093316,-0.050271,-0.059624,-4.4519,0.0002,-2.9913,0.50435,False,362822759.88,3.7984,0.022679,0.028464,345.0,Finance & Insurance
2023-0412-002,Patriot Compass Diagnostics Group Inc.,2902506570.51,US,62,,14863,True,PCD,2023-04-12,False,2023-05-14,2023-06-15,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Turla,unknown,395948.0,IP,"SSO,ERP,website",127.57,https://www.patriot-compass-diagnosti.com/newsroom/2023/03/security-update,,company_pr,2,96.37,Gold,,28800000.0,calculated,598845.11,176110.97,congressional testimony,13941063.55,4459119.04,,,47376293.56,estimated,38917825.26,64518572.08,49988114.22,CPI-U 2023 (304.702),39.73,37.07,35.95,35.32,36.31,423725.0,1285052.0,S&P 500 Health Care,0.029951,-0.030338,-0.047262,-0.020389,-0.028709,-0.047262,-0.020389,-0.005759,-1.7203,1.0,-0.7673,1.0,False,11245884174.86,3.0328,0.020419,0.030559,122.0,Healthcare
2025-0112-002,Peregrine Inn Restaurants Holdings PLC,15348833448.41,GB,72,,455296,True,PIR.L,2025-01-12,False,2025-03-14,2025-04-18,ddos,,,Scattered_Spider,confirmed,,,"SSO,HR_systems",21.75,https://blog.talosintelligence.com/2025/02/peregrine-inn-restau-campaign.html,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001388069&type=8-K&dateb=20250203&owner=include&count=10,cybersecurity_firm,2,99.12,Gold,,5347288.23,estimated,,,,4963176.21,1084414.72,,4487039.25,11394879.16,estimated,7510278.66,16359941.69,11394879.16,CPI-U 2025 (321.5),84.03,82.9,81.52,81.78,83.34,450713.0,1558138.0,S&P 500 Consumer Discretionary,-0.016237,-0.016689,-0.013553,0.005281,-0.015212,-0.013553,0.005281,0.00849,-1.0169,1.0,0.3999,1.0,False,91656525501.03,3.4571,0.020913,0.026679,46.0,Accommodation/Food Services
